"ENTITY_CD","OVERALL_STATUS"
"320700011548","Good Standing"
"320700011551","Good Standing"
"320700011557","Good Standing"
"320700011600","Good Standing"
"320700011670","Targeted Support and Improvement"
"320700860703","Good Standing"
"320700860820","Good Standing"
"320700860852","Good Standing"
"320700860889","Good Standing"
"320700860915","Good Standing"
"320700860920","Good Standing"
"320700860925","Good Standing"
"320700860926","Good Standing"
"320700860957","Good Standing"
"320700860981","Good Standing"
"320700860994","Good Standing"
"320700861005","Good Standing"
"320700861014","Good Standing"
"320700861018","Comprehensive Support and Improvement"
"320700861028","Good Standing"
"320700861035","Good Standing"
"320700861062","Good Standing"
"320700861070","Good Standing"
"320700861080","Good Standing"
"320700861100","Good Standing"
"320700861106","Good Standing"
"320700861114","Good Standing"
"320700861139","Good Standing"
"320700861141","Good Standing"
"320800010000","Target District"
"320800010014","Good Standing"
"320800010036","Good Standing"
"320800010048","Good Standing"
"320800010062","Good Standing"
"320800010069","Good Standing"
"320800010071","Good Standing"
"320800010072","Good Standing"
"320800010075","Good Standing"
"320800010093","Good Standing"
"320800010100","Good Standing"
"320800010101","Good Standing"
"320800010107","Good Standing"
"320800010119","Good Standing"
"320800010123","Good Standing"
"320800010130","Good Standing"
"320800010131","Good Standing"
"320800010138","Good Standing"
"320800010140","Good Standing"
"320800010146","Good Standing"
"320800010152","Good Standing"
"320800010182","Good Standing"
"320800010301","Good Standing"
"320800010302","Good Standing"
"320800010304","Good Standing"
"320800010312","Good Standing"
"320800010333","Good Standing"
"320800010337","Good Standing"
"320800010371","Good Standing"
"320800010375","Good Standing"
"320800010392","Good Standing"
"320800010424","Targeted Support and Improvement"
"320800010448","Good Standing"
"320800010467","Good Standing"
"320800010562","Good Standing"
"320800010583","Good Standing"
"320800011269","Good Standing"
"320800011282","Good Standing"
"320800011320","Good Standing"
"320800011348","Good Standing"
"320800011349","Good Standing"
"320800011367","Good Standing"
"320800011376","Good Standing"
"320800011377","Targeted Support and Improvement"
"320800011405","Comprehensive Support and Improvement"
"320800011432","Good Standing"
"320800011452","Comprehensive Support and Improvement"
"320800011530","Comprehensive Support and Improvement"
"320800011537","Comprehensive Support and Improvement"
"320800011558","Good Standing"
"320800011559","Comprehensive Support and Improvement"
"320800011561","Good Standing"
"320800860846","Good Standing"
"320800860872","Good Standing"
"320800860903","Good Standing"
"320800860940","Good Standing"
"320800861017","Good Standing"
"320800861030","Good Standing"
"320800861044","Good Standing"
"320800861068","Good Standing"
"320800861074","Good Standing"
"320900010000","Target District"
"320900010004","Good Standing"
"320900010011","Good Standing"
"320900010022","Good Standing"
"320900010028","Good Standing"
"320900010035","Good Standing"
"320900010042","Good Standing"
"320900010053","Good Standing"
"320900010055","Good Standing"
"320900010058","Good Standing"
"320900010063","Good Standing"
"320900010070","Comprehensive Support and Improvement"
"320900010073","Good Standing"
"320900010088","Good Standing"
"320900010109","Good Standing"
"320900010110","Good Standing"
"320900010114","Good Standing"
"320900010117","Good Standing"
"320900010126","Good Standing"
"320900010128","Good Standing"
"320900010132","Good Standing"
"320900010163","Good Standing"
"320900010170","Good Standing"
"320900010199","Good Standing"
"320900010204","Good Standing"
"320900010215","Good Standing"
"320900010218","Good Standing"
"320900010219","Good Standing"
"320900010229","Targeted Support and Improvement"
"320900010232","Good Standing"
"320900010236","Good Standing"
"320900010274","Good Standing"
"320900010294","Good Standing"
"320900010303","Good Standing"
"320900010311","Good Standing"
"320900010313","Targeted Support and Improvement"
"320900010323","Good Standing"
"320900010327","Good Standing"
"320900010328","Good Standing"
"320900010339","Good Standing"
"320900010361","Good Standing"
"320900010443","Good Standing"
"320900010449","Good Standing"
"320900010454","Good Standing"
"320900010457","Good Standing"
"320900010555","Good Standing"
"320900010568","Good Standing"
"320900010593","Good Standing"
"320900010594","Good Standing"
"320900011227","Good Standing"
"320900011231","Comprehensive Support and Improvement"
"320900011241","Good Standing"
"320900011250","Good Standing"
"320900011252","Good Standing"
"320900011260","Good Standing"
"320900011263","Comprehensive Support and Improvement"
"320900011297","Good Standing"
"320900011324","Targeted Support and Improvement"
"320900011329","Good Standing"
"320900011350","Comprehensive Support and Improvement"
"320900011365","Good Standing"
"320900011403","Good Standing"
"320900011404","Comprehensive Support and Improvement"
"320900011412","Good Standing"
"320900011413","Good Standing"
"320900011505","Good Standing"
"320900011517","Comprehensive Support and Improvement"
"320900011525","Targeted Support and Improvement"
"320900011543","Targeted Support and Improvement"
"320900011564","Good Standing"
"320900860807","Good Standing"
"320900860823","Good Standing"
"320900860835","Good Standing"
"320900860839","Good Standing"
"320900860913","Good Standing"
"320900860962","Good Standing"
"320900860980","Good Standing"
"320900861004","Good Standing"
"320900861029","Good Standing"
"320900861073","Good Standing"
"320900861084","Good Standing"
"320900861122","Good Standing"
"321000010000","Target District"
"321000010003","Good Standing"
"321000010007","Good Standing"
"321000010008","Good Standing"
"321000010009","Good Standing"
"321000010015","Good Standing"
"321000010020","Good Standing"
"321000010023","Good Standing"
"321000010024","Good Standing"
"321000010032","Good Standing"
"321000010033","Good Standing"
"321000010037","Good Standing"
"321000010045","Good Standing"
"321000010046","Comprehensive Support and Improvement"
"321000010051","Good Standing"
"321000010054","Comprehensive Support and Improvement"
"321000010056","Good Standing"
"321000010059","Good Standing"
"321000010077","Good Standing"
"321000010080","Good Standing"
"321000010081","Good Standing"
"321000010085","Comprehensive Support and Improvement"
"321000010086","Good Standing"
"321000010091","Good Standing"
"321000010094","Targeted Support and Improvement"
"321000010095","Good Standing"
"321000010118","Good Standing"
"321000010159","Good Standing"
"321000010205","Good Standing"
"321000010206","Targeted Support and Improvement"
"321000010207","Good Standing"
"321000010209","Good Standing"
"321000010225","Good Standing"
"321000010226","Good Standing"
"321000010228","Good Standing"
"321000010244","Good Standing"
"321000010246","Comprehensive Support and Improvement"
"321000010254","Good Standing"
"321000010279","Good Standing"
"321000010280","Good Standing"
"321000010291","Good Standing"
"321000010306","Good Standing"
"321000010307","Targeted Support and Improvement"
"321000010308","Good Standing"
"321000010310","Good Standing"
"321000010315","Good Standing"
"321000010331","Good Standing"
"321000010340","Good Standing"
"321000010344","Good Standing"
"321000010360","Good Standing"
"321000010363","Good Standing"
"321000010368","Good Standing"
"321000010382","Good Standing"
"321000010386","Good Standing"
"321000010390","Good Standing"
"321000010391","Good Standing"
"321000010396","Good Standing"
"321000010447","Good Standing"
"321000011141","Good Standing"
"321000011213","Good Standing"
"321000011237","Good Standing"
"321000011243","Targeted Support and Improvement"
"321000011264","Good Standing"
"321000011268","Targeted Support and Improvement"
"321000011284","Good Standing"
"321000011319","Comprehensive Support and Improvement"
"321000011342","Good Standing"
"321000011351","Comprehensive Support and Improvement"
"321000011353","Good Standing"
"321000011374","Good Standing"
"321000011397","Good Standing"
"321000011433","Good Standing"
"321000011434","Good Standing"
"321000011437","Good Standing"
"321000011438","Good Standing"
"321000011439","Good Standing"
"321000011440","Targeted Support and Improvement"
"321000011442","Good Standing"
"321000011445","Good Standing"
"321000011477","Good Standing"
"321000011524","Good Standing"
"321000011546","Good Standing"
"321000011549","Good Standing"
"321000011565","Good Standing"
"321000011696","Good Standing"
"321000860704","Good Standing"
"321000860904","Good Standing"
"321000860914","Good Standing"
"321000860999","Good Standing"
"321000861064","Good Standing"
"321000861074","Good Standing"
"321000861075","Good Standing"
"321000861135","Good Standing"
"321100010000","Target District"
"321100010016","Good Standing"
"321100010019","Good Standing"
"321100010021","Good Standing"
"321100010041","Good Standing"
"321100010068","Good Standing"
"321100010076","Good Standing"
"321100010078","Good Standing"
"321100010083","Good Standing"
"321100010087","Good Standing"
"321100010089","Good Standing"
"321100010096","Good Standing"
"321100010097","Good Standing"
"321100010103","Targeted Support and Improvement"
"321100010105","Good Standing"
"321100010106","Good Standing"
"321100010108","Good Standing"
"321100010111","Good Standing"
"321100010112","Good Standing"
"321100010121","Good Standing"
"321100010127","Targeted Support and Improvement"
"321100010144","Good Standing"
"321100010153","Good Standing"
"321100010160","Good Standing"
"321100010169","Good Standing"
"321100010175","Good Standing"
"321100010178","Good Standing"
"321100010180","Good Standing"
"321100010181","Good Standing"
"321100010189","Good Standing"
"321100010194","Good Standing"
"321100010287","Comprehensive Support and Improvement"
"321100010326","Good Standing"
"321100010355","Good Standing"
"321100010357","Good Standing"
"321100010370","Good Standing"
"321100010462","Good Standing"
"321100010468","Good Standing"
"321100010481","Good Standing"
"321100010483","Good Standing"
"321100010498","Good Standing"
"321100010529","Good Standing"
"321100010532","Good Standing"
"321100010556","Good Standing"
"321100010566","Good Standing"
"321100010567","Good Standing"
"321100011249","Good Standing"
"321100011253","Good Standing"
"321100011265","Good Standing"
"321100011270","Good Standing"
"321100011275","Good Standing"
"321100011288","Good Standing"
"321100011290","Good Standing"
"321100011299","Good Standing"
"321100011418","Good Standing"
"321100011455","Good Standing"
"321100011508","Good Standing"
"321100011509","Good Standing"
"321100011513","Good Standing"
"321100011514","Good Standing"
"321100011542","Good Standing"
"321100011544","Good Standing"
"321100011545","Good Standing"
"321100860855","Good Standing"
"321100860859","Good Standing"
"321100860909","Good Standing"
"321100860917","Good Standing"
"321100860948","Good Standing"
"321100860956","Good Standing"
"321100860982","Good Standing"
"321100861076","Good Standing"
"321100861103","Good Standing"
"321100861115","Good Standing"
"321100861120","Good Standing"
"321100861126","Good Standing"
"321200010000","Target District"
"321200010006","Comprehensive Support and Improvement"
"321200010044","Good Standing"
"321200010047","Comprehensive Support and Improvement"
"321200010057","Good Standing"
"321200010061","Targeted Support and Improvement"
"321200010066","Good Standing"
"321200010067","Good Standing"
"321200010098","Good Standing"
"321200010129","Good Standing"
"321200010134","Good Standing"
"321200010150","Good Standing"
"321200010190","Good Standing"
"321200010195","Comprehensive Support and Improvement"
"321200010196","Good Standing"
"321200010211","Good Standing"
"321200010212","Comprehensive Support and Improvement"
"321200010214","Good Standing"
"321200010217","Good Standing"
"321200010242","Good Standing"
"321200010273","Targeted Support and Improvement"
"321200010286","Targeted Support and Improvement"
"321200010300","Comprehensive Support and Improvement"
"321200010314","Comprehensive Support and Improvement"
"321200010316","Good Standing"
"321200010318","Targeted Support and Improvement"
"321200010341","Good Standing"
"321200010383","Good Standing"
"321200010458","Good Standing"
"321200010463","Good Standing"
"321200010531","Good Standing"
"321200010536","Good Standing"
"321200010595","Good Standing"
"321200011248","Comprehensive Support and Improvement"
"321200011251","Good Standing"
"321200011267","Good Standing"
"321200011271","Good Standing"
"321200011388","Good Standing"
"321200011446","Good Standing"
"321200011478","Good Standing"
"321200011479","Comprehensive Support and Improvement"
"321200011480","Comprehensive Support and Improvement"
"321200011511","Good Standing"
"321200011521","Good Standing"
"321200011550","Comprehensive Support and Improvement"
"321200011682","Good Standing"
"321200011684","Comprehensive Support and Improvement"
"321200011691","Good Standing"
"321200860870","Good Standing"
"321200860898","Good Standing"
"321200860965","Good Standing"
"321200861010","Comprehensive Support and Improvement"
"321200861026","Good Standing"
"321200861107","Good Standing"
"321200861108","Good Standing"
"331300010000","Target District"
"331300010003","Good Standing"
"331300010008","Good Standing"
"331300010009","Good Standing"
"331300010011","Good Standing"
"331300010020","Good Standing"
"331300010044","Good Standing"
"331300010046","Good Standing"
"331300010054","Good Standing"
"331300010056","Good Standing"
"331300010067","Good Standing"
"331300010093","Targeted Support and Improvement"
"331300010113","Good Standing"
"331300010133","Good Standing"
"331300010256","Good Standing"
"331300010265","Good Standing"
"331300010266","Good Standing"
"331300010270","Targeted Support and Improvement"
"331300010282","Good Standing"
"331300010287","Comprehensive Support and Improvement"
"331300010301","Good Standing"
"331300010305","Good Standing"
"331300010307","Good Standing"
"331300010313","Good Standing"
"331300010351","Good Standing"
"331300010691","Good Standing"
"331300011350","Good Standing"
"331300011412","Good Standing"
"331300011419","Good Standing"
"331300011430","Good Standing"
"331300011439","Good Standing"
"331300011483","Good Standing"
"331300011492","Good Standing"
"331300011499","Good Standing"
"331300011527","Good Standing"
"331300011553","Good Standing"
"331300011595","Good Standing"
"331300011605","Good Standing"
"331300011616","Comprehensive Support and Improvement"
"331300011670","Good Standing"
"331300011674","Good Standing"
"331300860810","Good Standing"
"331300860893","Good Standing"
"331300860901","Good Standing"
"331300860902","Good Standing"
"331300860937","Good Standing"
"331300861006","Good Standing"
"331300861039","Good Standing"
"331300861056","Good Standing"
"331300861063","Good Standing"
"331300861066","Good Standing"
"331300861077","Good Standing"
"331300861079","Good Standing"
"331300861110","Good Standing"
"331400010000","Target District"
"331400010016","Good Standing"
"331400010017","Good Standing"
"331400010018","Good Standing"
"331400010023","Good Standing"
"331400010031","Good Standing"
"331400010034","Good Standing"
"331400010050","Good Standing"
"331400010059","Good Standing"
"331400010084","Good Standing"
"331400010110","Good Standing"
"331400010120","Good Standing"
"331400010126","Good Standing"
"331400010132","Good Standing"
"331400010147","Good Standing"
"331400010157","Good Standing"
"331400010196","Good Standing"
"331400010250","Comprehensive Support and Improvement"
"331400010257","Good Standing"
"331400010297","Good Standing"
"331400010318","Good Standing"
"331400010319","Good Standing"
"331400010380","Good Standing"
"331400010414","Good Standing"
"331400010577","Good Standing"
"331400010582","Good Standing"
"331400011071","Good Standing"
"331400011449","Good Standing"
"331400011454","Good Standing"
"331400011474","Good Standing"
"331400011477","Good Standing"
"331400011478","Good Standing"
"331400011488","Good Standing"
"331400011558","Good Standing"
"331400011561","Good Standing"
"331400011586","Comprehensive Support and Improvement"
"331400011610","Good Standing"
"331400011614","Good Standing"
"331400011685","Good Standing"
"331400860809","Good Standing"
"331400860865","Good Standing"
"331400860885","Good Standing"
"331400860945","Good Standing"
"331400861007","Good Standing"
"331400861021","Good Standing"
"331400861022","Good Standing"
"331400861024","Good Standing"
"331500010000","Target District"
"331500010001","Good Standing"
"331500010010","Good Standing"
"331500010015","Comprehensive Support and Improvement"
"331500010024","Good Standing"
"331500010029","Good Standing"
"331500010032","Targeted Support and Improvement"
"331500010038","Good Standing"
"331500010039","Good Standing"
"331500010051","Good Standing"
"331500010058","Good Standing"
"331500010088","Good Standing"
"331500010094","Good Standing"
"331500010107","Good Standing"
"331500010118","Good Standing"
"331500010124","Good Standing"
"331500010130","Good Standing"
"331500010131","Good Standing"
"331500010136","Good Standing"
"331500010146","Good Standing"
"331500010154","Good Standing"
"331500010169","Good Standing"
"331500010172","Good Standing"
"331500010230","Good Standing"
"331500010295","Good Standing"
"331500010321","Good Standing"
"331500010442","Good Standing"
"331500010443","Good Standing"
"331500010447","Good Standing"
"331500010448","Comprehensive Support and Improvement"
"331500010516","Good Standing"
"331500010676","Comprehensive Support and Improvement"
"331500010821","Good Standing"
"331500010839","Good Standing"
"331500010896","Good Standing"
"331500011423","Good Standing"
"331500011429","Good Standing"
"331500011462","Good Standing"
"331500011463","Good Standing"
"331500011464","Good Standing"
"331500011497","Targeted Support and Improvement"
"331500011519","Good Standing"
"331500011529","Comprehensive Support and Improvement"
"331500011592","Good Standing"
"331500011656","Good Standing"
"331500011667","Good Standing"
"331500011684","Good Standing"
"331500011698","Comprehensive Support and Improvement"
"331500860878","Good Standing"
"331500860927","Good Standing"
"331500860935","Good Standing"
"331500860953","Good Standing"
"331500861011","Good Standing"
"331500861016","Comprehensive Support and Improvement"
"331500861023","Good Standing"
"331600010000","Target District"
"331600010005","Good Standing"
"331600010021","Good Standing"
"331600010025","Good Standing"
"331600010026","Good Standing"
"331600010028","Good Standing"
"331600010035","Good Standing"
"331600010040","Good Standing"
"331600010057","Good Standing"
"331600010081","Good Standing"
"331600010243","Good Standing"
"331600010262","Good Standing"
"331600010267","Good Standing"
"331600010308","Comprehensive Support and Improvement"
"331600010309","Good Standing"
"331600010335","Good Standing"
"331600010627","Good Standing"
"331600010628","Good Standing"
"331600010681","Comprehensive Support and Improvement"
"331600010898","Good Standing"
"331600011455","Good Standing"
"331600011498","Good Standing"
"331600011594","Good Standing"
"331600011669","Good Standing"
"331600011688","Good Standing"
"331600011765","Good Standing"
"331600860847","Good Standing"
"331600860860","Good Standing"
"331600860918","Good Standing"
"331600860924","Good Standing"
"331600860938","Good Standing"
"331600860971","Good Standing"
"331600860975","Good Standing"
"331600861003","Good Standing"
"331600861095","Good Standing"
"331600861112","Good Standing"
"331700010000","Target District"
"331700010002","Good Standing"
"331700010006","Good Standing"
"331700010012","Good Standing"
"331700010061","Good Standing"
"331700010091","Good Standing"
"331700010092","Good Standing"
"331700010138","Good Standing"
"331700010161","Good Standing"
"331700010181","Good Standing"
"331700010189","Good Standing"
"331700010191","Good Standing"
"331700010221","Good Standing"
"331700010241","Good Standing"
"331700010246","Good Standing"
"331700010249","Good Standing"
"331700010289","Good Standing"
"331700010316","Good Standing"
"331700010340","Good Standing"
"331700010352","Good Standing"
"331700010353","Good Standing"
"331700010354","Good Standing"
"331700010375","Good Standing"
"331700010394","Good Standing"
"331700010397","Good Standing"
"331700010398","Good Standing"
"331700010399","Good Standing"
"331700010484","Good Standing"
"331700010532","Good Standing"
"331700010705","Comprehensive Support and Improvement"
"331700010722","Good Standing"
"331700010770","Good Standing"
"331700011122","Good Standing"
"331700011382","Comprehensive Support and Improvement"
"331700011408","Good Standing"
"331700011524","Targeted Support and Improvement"
"331700011528","Good Standing"
"331700011531","Good Standing"
"331700011537","Good Standing"
"331700011539","Good Standing"
"331700011543","Good Standing"
"331700011546","Good Standing"
"331700011547","Good Standing"
"331700011548","Good Standing"
"331700011568","Good Standing"
"331700011590","Good Standing"
"331700011600","Good Standing"
"331700011745","Good Standing"
"331700011751","Good Standing"
"331700860841","Good Standing"
"331700860879","Good Standing"
"331700860882","Good Standing"
"331700860950","Good Standing"
"331700861027","Good Standing"
"331700861040","Good Standing"
"331700861041","Good Standing"
"331700861086","Good Standing"
"331700861094","Good Standing"
"331800010000","Target District"
"331800010066","Good Standing"
"331800010068","Good Standing"
"331800010114","Good Standing"
"331800010115","Good Standing"
"331800010135","Good Standing"
"331800010208","Good Standing"
"331800010211","Good Standing"
"331800010219","Good Standing"
"331800010233","Good Standing"
"331800010235","Good Standing"
"331800010244","Good Standing"
"331800010268","Good Standing"
"331800010272","Good Standing"
"331800010276","Good Standing"
"331800010279","Good Standing"
"331800010285","Good Standing"
"331800010366","Good Standing"
"331800010581","Good Standing"
"331800010588","Good Standing"
"331800010763","Good Standing"
"331800011563","Good Standing"
"331800011566","Good Standing"
"331800011567","Good Standing"
"331800011569","Good Standing"
"331800011576","Good Standing"
"331800011617","Good Standing"
"331800011629","Good Standing"
"331800011633","Good Standing"
"331800011635","Comprehensive Support and Improvement"
"331800011637","Good Standing"
"331800011642","Targeted Support and Improvement"
"331800011673","Good Standing"
"331800860702","Good Standing"
"331800860908","Good Standing"
"331800860916","Good Standing"
"331800860943","Good Standing"
"331800860988","Good Standing"
"331800861033","Good Standing"
"331800861057","Good Standing"
"331900010000","Target District"
"331900010007","Good Standing"
"331900010013","Good Standing"
"331900010065","Good Standing"
"331900010089","Good Standing"
"331900010108","Good Standing"
"331900010149","Good Standing"
"331900010158","Good Standing"
"331900010159","Good Standing"
"331900010171","Good Standing"
"331900010190","Good Standing"
"331900010202","Good Standing"
"331900010213","Comprehensive Support and Improvement"
"331900010214","Good Standing"
"331900010218","Targeted Support and Improvement"
"331900010224","Comprehensive Support and Improvement"
"331900010273","Comprehensive Support and Improvement"
"331900010290","Good Standing"
"331900010292","Good Standing"
"331900010306","Good Standing"
"331900010325","Good Standing"
"331900010328","Good Standing"
"331900010345","Good Standing"
"331900010346","Good Standing"
"331900010364","Good Standing"
"331900010452","Good Standing"
"331900010557","Comprehensive Support and Improvement"
"331900010654","Targeted Support and Improvement"
"331900010661","Good Standing"
"331900010662","Good Standing"
"331900010663","Comprehensive Support and Improvement"
"331900010677","Good Standing"
"331900010678","Targeted Support and Improvement"
"331900010760","Comprehensive Support and Improvement"
"331900010907","Good Standing"
"331900011404","Targeted Support and Improvement"
"331900011409","Good Standing"
"331900011422","Good Standing"
"331900011502","Good Standing"
"331900011504","Comprehensive Support and Improvement"
"331900011507","Good Standing"
"331900011510","Targeted Support and Improvement"
"331900011583","Good Standing"
"331900011615","Good Standing"
"331900011618","Good Standing"
"331900011639","Targeted Support and Improvement"
"331900011659","Good Standing"
"331900011660","Good Standing"
"331900011683","Good Standing"
"331900011764","Good Standing"
"331900860880","Good Standing"
"331900860891","Good Standing"
"331900860933","Good Standing"
"331900860958","Good Standing"
"331900860972","Good Standing"
"331900860973","Good Standing"
"331900860993","Good Standing"
"331900861065","Good Standing"
"331900861072","Good Standing"
"331900861131","Good Standing"
"332000010000","Good Standing"
"332000010030","Good Standing"
"332000010048","Good Standing"
"332000010062","Good Standing"
"332000010069","Good Standing"
"332000010102","Good Standing"
"332000010104","Good Standing"
"332000010105","Good Standing"
"332000010112","Good Standing"
"332000010127","Good Standing"
"332000010160","Good Standing"
"332000010163","Good Standing"
"332000010164","Good Standing"
"332000010170","Good Standing"
"332000010176","Good Standing"
"332000010179","Good Standing"
"332000010180","Good Standing"
"332000010185","Good Standing"
"332000010186","Good Standing"
"332000010187","Good Standing"
"332000010192","Good Standing"
"332000010200","Good Standing"
"332000010201","Good Standing"
"332000010204","Good Standing"
"332000010205","Good Standing"
"332000010220","Good Standing"
"332000010223","Good Standing"
"332000010227","Good Standing"
"332000010229","Good Standing"
"332000010247","Good Standing"
"332000010259","Good Standing"
"332000010264","Good Standing"
"332000010310","Good Standing"
"332000010503","Good Standing"
"332000010506","Good Standing"
"332000010682","Good Standing"
"332000010686","Good Standing"
"332000010748","Good Standing"
"332000010971","Good Standing"
"332000011445","Good Standing"
"332000011485","Good Standing"
"332000011490","Good Standing"
"332000011505","Good Standing"
"332000011609","Good Standing"
"332100010000","Target District"
"332100010090","Good Standing"
"332100010095","Good Standing"
"332100010096","Good Standing"
"332100010097","Good Standing"
"332100010098","Good Standing"
"332100010099","Good Standing"
"332100010100","Good Standing"
"332100010101","Good Standing"
"332100010121","Good Standing"
"332100010128","Good Standing"
"332100010153","Good Standing"
"332100010177","Good Standing"
"332100010188","Good Standing"
"332100010199","Good Standing"
"332100010209","Good Standing"
"332100010212","Good Standing"
"332100010215","Good Standing"
"332100010216","Good Standing"
"332100010225","Good Standing"
"332100010226","Good Standing"
"332100010228","Good Standing"
"332100010238","Good Standing"
"332100010239","Good Standing"
"332100010253","Good Standing"
"332100010281","Good Standing"
"332100010288","Good Standing"
"332100010303","Good Standing"
"332100010329","Good Standing"
"332100011337","Targeted Support and Improvement"
"332100011344","Good Standing"
"332100011348","Good Standing"
"332100011410","Good Standing"
"332100011468","Good Standing"
"332100011525","Good Standing"
"332100011540","Good Standing"
"332100011559","Good Standing"
"332100011572","Good Standing"
"332100011620","Good Standing"
"332100011690","Good Standing"
"332100011728","Good Standing"
"332100860949","Good Standing"
"332100861075","Good Standing"
"332100861123","Good Standing"
"332200010000","Target District"
"332200010014","Good Standing"
"332200010052","Good Standing"
"332200010078","Targeted Support and Improvement"
"332200010109","Good Standing"
"332200010119","Good Standing"
"332200010134","Good Standing"
"332200010139","Good Standing"
"332200010152","Good Standing"
"332200010193","Good Standing"
"332200010194","Good Standing"
"332200010195","Good Standing"
"332200010197","Good Standing"
"332200010198","Good Standing"
"332200010203","Good Standing"
"332200010206","Good Standing"
"332200010207","Good Standing"
"332200010217","Good Standing"
"332200010222","Good Standing"
"332200010234","Good Standing"
"332200010236","Good Standing"
"332200010240","Good Standing"
"332200010245","Good Standing"
"332200010251","Good Standing"
"332200010254","Good Standing"
"332200010255","Good Standing"
"332200010277","Good Standing"
"332200010278","Good Standing"
"332200010312","Good Standing"
"332200010315","Good Standing"
"332200010326","Good Standing"
"332200010361","Good Standing"
"332200010381","Good Standing"
"332200010889","Good Standing"
"332200010890","Good Standing"
"332200011405","Good Standing"
"332200011425","Good Standing"
"332200011535","Good Standing"
"332200011555","Good Standing"
"332200011611","Good Standing"
"332200011630","Good Standing"
"332200860955","Good Standing"
"332200860978","Good Standing"
"332200861050","Good Standing"
"332200861051","Good Standing"
"332200861053","Good Standing"
"332200861076","Good Standing"
"332300010000","Target District"
"332300010041","Good Standing"
"332300010137","Good Standing"
"332300010150","Comprehensive Support and Improvement"
"332300010155","Good Standing"
"332300010156","Good Standing"
"332300010165","Good Standing"
"332300010178","Good Standing"
"332300010184","Good Standing"
"332300010284","Good Standing"
"332300010298","Targeted Support and Improvement"
"332300010323","Good Standing"
"332300010327","Comprehensive Support and Improvement"
"332300010363","Good Standing"
"332300010392","Good Standing"
"332300010401","Good Standing"
"332300010446","Good Standing"
"332300010514","Targeted Support and Improvement"
"332300010518","Comprehensive Support and Improvement"
"332300010522","Good Standing"
"332300010599","Good Standing"
"332300010664","Good Standing"
"332300010668","Good Standing"
"332300010671","Good Standing"
"332300011493","Good Standing"
"332300011643","Good Standing"
"332300011644","Good Standing"
"332300011646","Good Standing"
"332300011647","Good Standing"
"332300011697","Good Standing"
"332300860912","Good Standing"
"332300860936","Good Standing"
"332300860939","Good Standing"
"332300860941","Good Standing"
"332300860942","Good Standing"
"332300860954","Good Standing"
"332300861007","Good Standing"
"332300861127","Good Standing"
"333200010000","Target District"
"333200010045","Good Standing"
"333200010075","Good Standing"
"333200010086","Good Standing"
"333200010106","Good Standing"
"333200010116","Good Standing"
"333200010123","Good Standing"
"333200010145","Good Standing"
"333200010151","Good Standing"
"333200010162","Good Standing"
"333200010274","Good Standing"
"333200010291","Good Standing"
"333200010299","Good Standing"
"333200010347","Good Standing"
"333200010349","Good Standing"
"333200010376","Good Standing"
"333200010377","Comprehensive Support and Improvement"
"333200010383","Good Standing"
"333200010384","Good Standing"
"333200010562","Good Standing"
"333200010564","Good Standing"
"333200011168","Good Standing"
"333200011403","Good Standing"
"333200011545","Good Standing"
"333200011549","Good Standing"
"333200011552","Good Standing"
"333200011554","Good Standing"
"333200011556","Comprehensive Support and Improvement"
"333200860906","Good Standing"
"333200860987","Good Standing"
"333200861045","Good Standing"
"333200861059","Good Standing"
"333200861096","Good Standing"
"342400010000","Target District"
"342400010005","Good Standing"
"342400010007","Good Standing"
"342400010012","Good Standing"
"342400010013","Good Standing"
"342400010014","Good Standing"
"342400010016","Good Standing"
"342400010019","Good Standing"
"342400010028","Good Standing"
"342400010049","Good Standing"
"342400010058","Good Standing"
"342400010061","Good Standing"
"342400010068","Good Standing"
"342400010071","Good Standing"
"342400010073","Good Standing"
"342400010077","Good Standing"
"342400010081","Good Standing"
"342400010087","Good Standing"
"342400010088","Good Standing"
"342400010089","Good Standing"
"342400010091","Good Standing"
"342400010093","Good Standing"
"342400010102","Good Standing"
"342400010110","Good Standing"
"342400010113","Good Standing"
"342400010119","Good Standing"
"342400010125","Good Standing"
"342400010128","Good Standing"
"342400010143","Good Standing"
"342400010153","Good Standing"
"342400010199","Good Standing"
"342400010211","Good Standing"
"342400010229","Good Standing"
"342400010239","Good Standing"
"342400010290","Good Standing"
"342400010305","Good Standing"
"342400010307","Good Standing"
"342400010311","Good Standing"
"342400010330","Good Standing"
"342400010343","Good Standing"
"342400011236","Comprehensive Support and Improvement"
"342400011264","Good Standing"
"342400011267","Good Standing"
"342400011293","Good Standing"
"342400011296","Good Standing"
"342400011299","Good Standing"
"342400011455","Good Standing"
"342400011485","Good Standing"
"342400011520","Good Standing"
"342400011530","Good Standing"
"342400011550","Good Standing"
"342400011560","Good Standing"
"342400011585","Good Standing"
"342400011600","Good Standing"
"342400011610","Good Standing"
"342400011744","Good Standing"
"342400861025","Good Standing"
"342400861048","Good Standing"
"342400861113","Good Standing"
"342500010000","Target District"
"342500010020","Good Standing"
"342500010021","Good Standing"
"342500010022","Good Standing"
"342500010024","Good Standing"
"342500010025","Good Standing"
"342500010029","Good Standing"
"342500010032","Good Standing"
"342500010079","Good Standing"
"342500010107","Good Standing"
"342500010120","Good Standing"
"342500010129","Good Standing"
"342500010130","Good Standing"
"342500010154","Good Standing"
"342500010163","Good Standing"
